time,time_ent,type,position_id,magic,price_ent,volume,posi,time_ext,price_ext,profit,comment,delta_t,pts_final_demo,pts_final_real,lucro,cstrategy_2
2023-08-22 16:00:00,2023-08-22 16:05:00,0,2744610409,2,118085.0,1.0,long,2023-08-22 17:54:49,118295.0,42.0,,109.81666666666666,210.0,210.0,41.5,506.5
2023-08-22 16:05:00,2023-08-22 16:10:00,0,2744629580,2,118205.0,1.0,long,2023-08-22 17:54:49,118295.0,18.0,,104.81666666666666,90.0,90.0,17.5,524.0
2023-08-22 16:15:00,2023-08-22 16:20:00,0,2744667324,2,118280.0,1.0,long,2023-08-22 17:54:49,118295.0,3.0,,94.81666666666666,15.0,15.0,2.5,526.5
2023-08-22 16:35:00,2023-08-22 16:40:00,0,2744762360,2,118215.0,1.0,long,2023-08-22 17:54:49,118295.0,16.0,,74.81666666666666,80.0,80.0,15.5,542.0
2023-08-22 16:40:00,2023-08-22 16:44:59,0,2744786342,2,118220.0,1.0,long,2023-08-22 17:54:49,118295.0,15.0,,69.83333333333333,75.0,75.0,14.5,556.5
2023-08-22 17:30:00,2023-08-22 17:34:59,0,2744846843,2,118290.0,1.0,long,2023-08-22 17:54:49,118295.0,1.0,,19.833333333333332,5.0,5.0,0.5,557.0
2023-08-22 17:35:00,2023-08-22 17:39:59,0,2744848480,2,118305.0,1.0,long,2023-08-22 17:54:49,118295.0,-2.0,,14.833333333333334,10.0,-10.0,-2.5,554.5
2023-08-22 17:45:00,2023-08-22 17:50:00,0,2744852753,2,118300.0,1.0,long,2023-08-22 17:54:49,118320.0,4.0,,4.816666666666666,20.0,20.0,3.5,558.0
2023-08-23 08:56:00,2023-08-23 09:00:55,0,2744858839,2,118815.0,1.0,long,2023-08-23 09:29:19,118415.0,-80.0,[sl 118415],28.4,400.0,-400.0,-80.5,477.5
2023-08-23 16:00:00,2023-08-23 16:05:00,0,2746494926,2,119920.0,1.0,long,2023-08-23 17:54:51,120470.0,110.0,,109.85,550.0,550.0,109.5,587.0
2023-08-23 16:05:00,2023-08-23 16:10:00,0,2746518708,2,119930.0,1.0,long,2023-08-23 17:54:51,120475.0,109.0,,104.85,545.0,545.0,108.5,695.5
2023-08-23 16:10:00,2023-08-23 16:15:00,0,2746543020,2,119980.0,1.0,long,2023-08-23 17:54:51,120475.0,99.0,,99.85,495.0,495.0,98.5,794.0
2023-08-23 16:15:00,2023-08-23 16:20:00,0,2746569222,2,119980.0,1.0,long,2023-08-23 17:54:51,120475.0,99.0,,94.85,495.0,495.0,98.5,892.5
2023-08-23 16:25:00,2023-08-23 16:29:59,0,2746632486,2,119990.0,1.0,long,2023-08-23 17:54:51,120475.0,97.0,,84.86666666666666,485.0,485.0,96.5,989.0
2023-08-23 17:20:00,2023-08-23 17:25:00,0,2746777533,2,120180.0,1.0,long,2023-08-23 17:54:51,120475.0,59.0,,29.85,295.0,295.0,58.5,1047.5
2023-08-23 17:25:00,2023-08-23 17:30:00,0,2746779313,2,120215.0,1.0,long,2023-08-23 17:54:51,120475.0,52.0,,24.85,260.0,260.0,51.5,1099.0
2023-08-23 17:35:00,2023-08-23 17:40:00,0,2746784535,2,120195.0,1.0,long,2023-08-23 17:54:51,120475.0,56.0,,14.85,280.0,280.0,55.5,1154.5
2023-08-23 17:40:00,2023-08-23 17:45:00,0,2746786416,2,120285.0,1.0,long,2023-08-23 17:54:51,120475.0,38.0,,9.85,190.0,190.0,37.5,1192.0
2023-08-23 17:45:00,2023-08-23 17:50:00,0,2746788468,2,120385.0,1.0,long,2023-08-23 17:54:51,120475.0,18.0,,4.85,90.0,90.0,17.5,1209.5
2023-08-24 16:40:00,2023-08-24 16:45:00,1,2748130591,2,118875.0,1.0,short,2023-08-24 17:54:50,119060.0,-37.0,,69.83333333333333,185.0,-185.0,-37.5,1172.0
2023-08-24 16:45:00,2023-08-24 16:50:00,1,2748151744,2,118870.0,1.0,short,2023-08-24 17:54:50,119060.0,-38.0,,64.83333333333333,190.0,-190.0,-38.5,1133.5
2023-08-24 16:50:00,2023-08-24 16:55:00,1,2748172592,2,118850.0,1.0,short,2023-08-24 17:54:50,119060.0,-42.0,,59.833333333333336,210.0,-210.0,-42.5,1091.0
2023-08-25 16:50:00,2023-08-25 16:55:00,1,2749905479,2,117715.0,1.0,short,2023-08-25 17:54:50,117710.0,1.0,,59.833333333333336,5.0,5.0,0.5,1091.5
2023-08-25 16:55:00,2023-08-25 17:00:00,1,2749912975,2,117665.0,1.0,short,2023-08-25 17:54:50,117710.0,-9.0,,54.833333333333336,45.0,-45.0,-9.5,1082.0
2023-08-25 17:05:00,2023-08-25 17:10:00,1,2749923054,2,117565.0,1.0,short,2023-08-25 17:54:50,117720.0,-31.0,,44.833333333333336,155.0,-155.0,-31.5,1050.5
2023-08-25 17:15:00,2023-08-25 17:20:00,1,2749926032,2,117540.0,1.0,short,2023-08-25 17:54:50,117720.0,-36.0,,34.833333333333336,180.0,-180.0,-36.5,1014.0
2023-08-25 17:20:00,2023-08-25 17:25:00,1,2749926648,2,117535.0,1.0,short,2023-08-25 17:54:50,117720.0,-37.0,,29.833333333333332,185.0,-185.0,-37.5,976.5
2023-08-25 17:25:00,2023-08-25 17:30:00,1,2749928040,2,117510.0,1.0,short,2023-08-25 17:54:50,117725.0,-43.0,,24.833333333333332,215.0,-215.0,-43.5,933.0
2023-08-28 16:00:00,2023-08-28 16:05:00,0,2751223880,2,118560.0,1.0,long,2023-08-28 17:54:49,119105.0,109.0,,109.81666666666666,545.0,545.0,108.5,1041.5
2023-08-28 16:05:00,2023-08-28 16:10:00,0,2751246694,2,118720.0,1.0,long,2023-08-28 17:54:49,119100.0,76.0,,104.81666666666666,380.0,380.0,75.5,1117.0
2023-08-28 16:10:00,2023-08-28 16:15:00,0,2751272167,2,118740.0,1.0,long,2023-08-28 17:54:49,119100.0,72.0,,99.81666666666666,360.0,360.0,71.5,1188.5
2023-08-28 16:15:00,2023-08-28 16:20:00,0,2751297777,2,118845.0,1.0,long,2023-08-28 17:54:49,119100.0,51.0,,94.81666666666666,255.0,255.0,50.5,1239.0
2023-08-28 16:25:00,2023-08-28 16:30:00,0,2751349541,2,118820.0,1.0,long,2023-08-28 17:54:50,119100.0,56.0,,84.83333333333333,280.0,280.0,55.5,1294.5
2023-08-28 16:35:00,2023-08-28 16:40:00,0,2751414529,2,118810.0,1.0,long,2023-08-28 17:54:50,119100.0,58.0,,74.83333333333333,290.0,290.0,57.5,1352.0
2023-08-28 16:40:00,2023-08-28 16:45:00,0,2751453130,2,118955.0,1.0,long,2023-08-28 17:54:50,119100.0,29.0,,69.83333333333333,145.0,145.0,28.5,1380.5
2023-08-28 16:45:00,2023-08-28 16:50:00,0,2751481816,2,119070.0,1.0,long,2023-08-28 17:54:50,119100.0,6.0,,64.83333333333333,30.0,30.0,5.5,1386.0
2023-08-28 16:50:00,2023-08-28 16:55:00,0,2751514019,2,119065.0,1.0,long,2023-08-28 17:54:50,119100.0,7.0,,59.833333333333336,35.0,35.0,6.5,1392.5
2023-08-28 16:55:00,2023-08-28 17:00:00,0,2751515200,2,119110.0,1.0,long,2023-08-28 17:54:50,119100.0,-2.0,,54.833333333333336,10.0,-10.0,-2.5,1390.0
2023-08-28 17:05:00,2023-08-28 17:10:00,0,2751517583,2,119055.0,1.0,long,2023-08-28 17:54:50,119100.0,9.0,,44.833333333333336,45.0,45.0,8.5,1398.5
2023-08-28 17:10:00,2023-08-28 17:15:00,0,2751518605,2,119095.0,1.0,long,2023-08-28 17:54:50,119100.0,1.0,,39.833333333333336,5.0,5.0,0.5,1399.0
2023-08-28 17:35:00,2023-08-28 17:39:59,0,2751527124,2,119100.0,1.0,long,2023-08-28 17:54:50,119100.0,0.0,,14.85,0.0,0.0,-0.5,1398.5
2023-08-28 17:40:00,2023-08-28 17:45:00,0,2751529056,2,119120.0,1.0,long,2023-08-28 17:54:50,119100.0,-4.0,,9.833333333333334,20.0,-20.0,-4.5,1394.0
2023-08-28 17:45:00,2023-08-28 17:50:00,0,2751530657,2,119155.0,1.0,long,2023-08-28 17:54:50,119105.0,-10.0,,4.833333333333333,50.0,-50.0,-10.5,1383.5
2023-08-29 16:35:00,2023-08-29 16:40:00,0,2753206331,2,120195.0,1.0,long,2023-08-29 17:54:50,120140.0,-11.0,,74.83333333333333,55.0,-55.0,-11.5,1372.0
2023-08-29 16:45:00,2023-08-29 16:50:00,0,2753274849,2,120285.0,1.0,long,2023-08-29 17:54:50,120140.0,-29.0,,64.83333333333333,145.0,-145.0,-29.5,1342.5
2023-08-29 16:55:00,2023-08-29 17:00:00,0,2753312016,2,120265.0,1.0,long,2023-08-29 17:54:50,120135.0,-26.0,,54.833333333333336,130.0,-130.0,-26.5,1316.0
2023-08-29 17:00:00,2023-08-29 17:05:00,0,2753312869,2,120305.0,1.0,long,2023-08-29 17:54:50,120135.0,-34.0,,49.833333333333336,170.0,-170.0,-34.5,1281.5
2023-08-29 17:30:00,2023-08-29 17:35:00,0,2753319993,2,120300.0,1.0,long,2023-08-29 17:54:50,120135.0,-33.0,,19.833333333333332,165.0,-165.0,-33.5,1248.0
2023-08-30 16:40:00,2023-08-30 16:45:00,1,2754718945,2,119330.0,1.0,short,2023-08-30 17:54:50,119220.0,22.0,,69.83333333333333,110.0,110.0,21.5,1269.5
2023-08-30 16:45:00,2023-08-30 16:50:00,1,2754745029,2,119245.0,1.0,short,2023-08-30 17:54:50,119220.0,5.0,,64.83333333333333,25.0,25.0,4.5,1274.0
2023-08-30 17:35:00,2023-08-30 17:40:00,1,2754784198,2,119180.0,1.0,short,2023-08-30 17:54:50,119225.0,-9.0,,14.833333333333334,45.0,-45.0,-9.5,1264.5
2023-08-30 17:40:00,2023-08-30 17:45:00,1,2754786316,2,119125.0,1.0,short,2023-08-30 17:54:50,119225.0,-20.0,,9.833333333333334,100.0,-100.0,-20.5,1244.0
2023-08-31 16:00:00,2023-08-31 16:05:00,1,2756272629,2,117765.0,1.0,short,2023-08-31 17:54:49,117745.0,4.0,,109.81666666666666,20.0,20.0,3.5,1247.5
2023-08-31 16:10:00,2023-08-31 16:15:00,1,2756318428,2,117760.0,1.0,short,2023-08-31 17:54:49,117745.0,3.0,,99.81666666666666,15.0,15.0,2.5,1250.0
2023-08-31 16:30:00,2023-08-31 16:35:00,1,2756426301,2,117615.0,1.0,short,2023-08-31 17:54:49,117745.0,-26.0,,79.81666666666666,130.0,-130.0,-26.5,1223.5
2023-08-31 16:35:00,2023-08-31 16:40:00,1,2756460718,2,117545.0,1.0,short,2023-08-31 17:54:49,117745.0,-40.0,,74.81666666666666,200.0,-200.0,-40.5,1183.0
2023-08-31 16:50:00,2023-08-31 16:54:59,1,2756540414,2,117485.0,1.0,short,2023-08-31 17:54:49,117745.0,-52.0,,59.833333333333336,260.0,-260.0,-52.5,1130.5
2023-08-31 16:55:00,2023-08-31 17:00:00,1,2756541439,2,117440.0,1.0,short,2023-08-31 17:54:49,117745.0,-61.0,,54.81666666666667,305.0,-305.0,-61.5,1069.0
2023-08-31 17:05:00,2023-08-31 17:10:00,1,2756543591,2,117510.0,1.0,short,2023-08-31 17:54:49,117745.0,-47.0,,44.81666666666667,235.0,-235.0,-47.5,1021.5
2023-09-01 16:15:00,2023-09-01 16:20:00,0,2758270322,2,119575.0,1.0,long,2023-09-01 17:45:49,119175.0,-80.0,[sl 119175],85.81666666666666,400.0,-400.0,-80.5,941.0
2023-09-01 17:40:00,2023-09-01 17:45:00,1,2758491954,2,119220.0,1.0,short,2023-09-01 17:54:50,119190.0,6.0,,9.833333333333334,30.0,30.0,5.5,946.5
2023-09-01 17:45:00,2023-09-01 17:49:59,1,2758493974,2,119160.0,1.0,short,2023-09-01 17:54:50,119190.0,-6.0,,4.85,30.0,-30.0,-6.5,940.0
2023-09-04 16:00:00,2023-09-04 16:05:00,1,2759592312,2,119215.0,1.0,short,2023-09-04 17:54:51,119415.0,-40.0,,109.85,200.0,-200.0,-40.5,899.5
2023-09-04 17:35:00,2023-09-04 17:40:00,1,2759792236,2,119310.0,1.0,short,2023-09-04 17:54:51,119415.0,-21.0,,14.85,105.0,-105.0,-21.5,878.0
2023-09-05 16:00:00,2023-09-05 16:05:00,1,2761625771,2,118920.0,1.0,short,2023-09-05 17:54:50,118915.0,1.0,,109.83333333333333,5.0,5.0,0.5,878.5
2023-09-05 16:05:00,2023-09-05 16:10:00,1,2761654582,2,118750.0,1.0,short,2023-09-05 17:54:50,118915.0,-33.0,,104.83333333333333,165.0,-165.0,-33.5,845.0
2023-09-05 16:50:00,2023-09-05 16:55:00,1,2761912565,2,118795.0,1.0,short,2023-09-05 17:54:50,118915.0,-24.0,,59.833333333333336,120.0,-120.0,-24.5,820.5
2023-09-05 17:00:00,2023-09-05 17:05:00,1,2761914513,2,118755.0,1.0,short,2023-09-05 17:54:50,118915.0,-32.0,,49.833333333333336,160.0,-160.0,-32.5,788.0
2023-09-05 17:05:00,2023-09-05 17:10:00,1,2761915728,2,118725.0,1.0,short,2023-09-05 17:54:50,118905.0,-36.0,,44.833333333333336,180.0,-180.0,-36.5,751.5
2023-09-05 17:10:00,2023-09-05 17:15:00,1,2761916493,2,118700.0,1.0,short,2023-09-05 17:54:50,118905.0,-41.0,,39.833333333333336,205.0,-205.0,-41.5,710.0
2023-09-06 16:00:00,2023-09-06 16:05:00,1,2763371751,2,117530.0,1.0,short,2023-09-06 17:54:49,117340.0,38.0,,109.81666666666666,190.0,190.0,37.5,747.5
2023-09-06 16:05:00,2023-09-06 16:10:00,1,2763397021,2,117480.0,1.0,short,2023-09-06 17:54:50,117340.0,28.0,,104.83333333333333,140.0,140.0,27.5,775.0
2023-09-06 16:55:00,2023-09-06 17:00:00,1,2763666627,2,117440.0,1.0,short,2023-09-06 17:54:50,117340.0,20.0,,54.833333333333336,100.0,100.0,19.5,794.5
2023-09-06 17:00:00,2023-09-06 17:05:00,1,2763667793,2,117355.0,1.0,short,2023-09-06 17:54:50,117340.0,3.0,,49.833333333333336,15.0,15.0,2.5,797.0
2023-09-06 17:15:00,2023-09-06 17:20:00,1,2763670874,2,117340.0,1.0,short,2023-09-06 17:54:50,117340.0,0.0,,34.833333333333336,0.0,0.0,-0.5,796.5
2023-09-06 17:35:00,2023-09-06 17:40:00,1,2763678505,2,117345.0,1.0,short,2023-09-06 17:54:50,117340.0,1.0,,14.833333333333334,5.0,5.0,0.5,797.0
2023-09-06 17:40:00,2023-09-06 17:45:00,1,2763680635,2,117310.0,1.0,short,2023-09-06 17:54:50,117340.0,-6.0,,9.833333333333334,30.0,-30.0,-6.5,790.5
2023-09-06 17:45:00,2023-09-06 17:50:00,1,2763683111,2,117310.0,1.0,short,2023-09-06 17:54:50,117340.0,-6.0,,4.833333333333333,30.0,-30.0,-6.5,784.0
2023-09-11 16:00:00,2023-09-11 16:05:00,0,2766679044,2,118460.0,1.0,long,2023-09-11 17:54:48,118430.0,-6.0,,109.8,30.0,-30.0,-6.5,777.5
2023-09-11 16:05:00,2023-09-11 16:10:00,0,2766698604,2,118490.0,1.0,long,2023-09-11 17:54:48,118430.0,-12.0,,104.8,60.0,-60.0,-12.5,765.0
2023-09-11 16:20:00,2023-09-11 16:25:00,0,2766763009,2,118435.0,1.0,long,2023-09-11 17:54:48,118430.0,-1.0,,89.8,5.0,-5.0,-1.5,763.5
2023-09-11 17:15:00,2023-09-11 17:20:00,0,2766914623,2,118445.0,1.0,long,2023-09-11 17:54:48,118430.0,-3.0,,34.8,15.0,-15.0,-3.5,760.0
2023-09-11 17:20:00,2023-09-11 17:25:00,0,2766915866,2,118470.0,1.0,long,2023-09-11 17:54:48,118430.0,-8.0,,29.8,40.0,-40.0,-8.5,751.5
2023-09-11 17:45:00,2023-09-11 17:50:00,0,2766926224,2,118520.0,1.0,long,2023-09-11 17:54:48,118430.0,-18.0,,4.8,90.0,-90.0,-18.5,733.0
2023-09-12 17:05:00,2023-09-12 17:10:00,0,2768515870,2,119330.0,1.0,long,2023-09-12 17:54:51,119050.0,-56.0,,44.85,280.0,-280.0,-56.5,676.5
2023-09-13 16:00:00,2023-09-13 16:05:00,1,2770351252,2,119705.0,1.0,short,2023-09-13 17:54:49,119400.0,61.0,,109.81666666666666,305.0,305.0,60.5,737.0
2023-09-13 16:05:00,2023-09-13 16:10:00,1,2770384816,2,119600.0,1.0,short,2023-09-13 17:54:49,119400.0,40.0,,104.81666666666666,200.0,200.0,39.5,776.5
2023-09-13 16:10:00,2023-09-13 16:15:00,1,2770415507,2,119580.0,1.0,short,2023-09-13 17:54:49,119400.0,36.0,,99.81666666666666,180.0,180.0,35.5,812.0
2023-09-13 16:30:00,2023-09-13 16:35:00,1,2770570229,2,119525.0,1.0,short,2023-09-13 17:54:49,119400.0,25.0,,79.81666666666666,125.0,125.0,24.5,836.5
2023-09-13 16:40:00,2023-09-13 16:45:00,1,2770646558,2,119510.0,1.0,short,2023-09-13 17:54:49,119400.0,22.0,,69.81666666666666,110.0,110.0,21.5,858.0
2023-09-13 16:45:00,2023-09-13 16:50:00,1,2770687660,2,119455.0,1.0,short,2023-09-13 17:54:50,119395.0,12.0,,64.83333333333333,60.0,60.0,11.5,869.5
2023-09-13 17:00:00,2023-09-13 17:05:00,1,2770732930,2,119470.0,1.0,short,2023-09-13 17:54:50,119395.0,15.0,,49.833333333333336,75.0,75.0,14.5,884.0
2023-09-13 17:20:00,2023-09-13 17:25:00,1,2770738583,2,119470.0,1.0,short,2023-09-13 17:54:50,119395.0,15.0,,29.833333333333332,75.0,75.0,14.5,898.5
2023-09-13 17:45:00,2023-09-13 17:50:00,1,2770749272,2,119415.0,1.0,short,2023-09-13 17:54:50,119405.0,2.0,,4.833333333333333,10.0,10.0,1.5,900.0
2023-09-14 17:00:00,2023-09-14 17:05:00,1,2772715263,2,120555.0,1.0,short,2023-09-14 17:54:50,120420.0,27.0,,49.833333333333336,135.0,135.0,26.5,926.5
2023-09-14 17:15:00,2023-09-14 17:20:00,1,2772719394,2,120535.0,1.0,short,2023-09-14 17:54:50,120420.0,23.0,,34.833333333333336,115.0,115.0,22.5,949.0
2023-09-14 17:20:00,2023-09-14 17:25:00,1,2772720663,2,120530.0,1.0,short,2023-09-14 17:54:50,120420.0,22.0,,29.833333333333332,110.0,110.0,21.5,970.5
2023-09-14 17:25:00,2023-09-14 17:30:00,1,2772722583,2,120515.0,1.0,short,2023-09-14 17:54:50,120420.0,19.0,,24.833333333333332,95.0,95.0,18.5,989.0
2023-09-14 17:30:00,2023-09-14 17:35:00,1,2772725548,2,120460.0,1.0,short,2023-09-14 17:54:50,120425.0,7.0,,19.833333333333332,35.0,35.0,6.5,995.5
2023-09-14 17:35:00,2023-09-14 17:39:59,1,2772728161,2,120465.0,1.0,short,2023-09-14 17:54:50,120425.0,8.0,,14.85,40.0,40.0,7.5,1003.0
2023-09-14 17:40:00,2023-09-14 17:45:00,1,2772730559,2,120430.0,1.0,short,2023-09-14 17:54:50,120425.0,1.0,,9.833333333333334,5.0,5.0,0.5,1003.5
2023-09-15 16:40:00,2023-09-15 16:45:00,1,2774521706,2,119780.0,1.0,short,2023-09-15 17:54:51,119990.0,-42.0,,69.85,210.0,-210.0,-42.5,961.0
2023-09-18 16:00:00,2023-09-18 16:05:00,1,2776155666,2,119445.0,1.0,short,2023-09-18 17:54:50,119565.0,-24.0,,109.83333333333333,120.0,-120.0,-24.5,936.5
2023-09-18 16:10:00,2023-09-18 16:15:00,1,2776195956,2,119430.0,1.0,short,2023-09-18 17:54:50,119565.0,-27.0,,99.83333333333333,135.0,-135.0,-27.5,909.0
2023-09-18 16:15:00,2023-09-18 16:20:00,1,2776218908,2,119295.0,1.0,short,2023-09-18 17:54:50,119565.0,-54.0,,94.83333333333333,270.0,-270.0,-54.5,854.5
2023-09-18 16:20:00,2023-09-18 16:25:00,1,2776246165,2,119175.0,1.0,short,2023-09-18 17:54:50,119565.0,-78.0,,89.83333333333333,390.0,-390.0,-78.5,776.0
2023-09-18 17:05:00,2023-09-18 17:10:00,1,2776410788,2,119330.0,1.0,short,2023-09-18 17:54:50,119565.0,-47.0,,44.833333333333336,235.0,-235.0,-47.5,728.5
